Product_Id,Product_Name,Category,Discounted_Price,Actual_Price,Discount_Percentage,Rating,Rating_Count,User_Name,Main_Division,Sub_Division,rating_score
B08QSDKFGQ,"Zoul USB Type C Fast Charging 3A Nylon Braided Data Cable Quick Charger Cable QC 3.0 for Samsung Galaxy M31s M30 S10 S9 S20 Plus, Note 10 9 8, A20e A40 A50 A70 (1M, Grey)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,339.0,1099.0,69,4.3,974.0,"Pratyush Pahuja,Thiyagarajan,yeses,Amazon Customer,Ajinkya,The Scarred Man,KULDEEP GUPTA,Abhishek Thapar",Computers & Accessories,USBCables,Above Average
B08PV1X771,Samsung 80 cm (32 inches) Wondertainment Series HD Ready LED Smart TV UA32TE40AAKBXL (Titan Gray),"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",15490.0,20900.0,26,4.3,16299.0,"Rahman Ali,MARIYA DASS,Md Aftab,roshan s.,Mohan,Devendu Sawant,Shek hussain,Prathap Pathaneni",Electronics,SmartTelevisions,Above Average
B07YTNKVJQ,MI Xiaomi USB Type C HYperCharge Cable 6A 100cm Sturdy and Durable Black Supports 120W HyperCharging,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,499.0,1299.0,62,4.3,30411.0,"Pavan A H,Jayesh bagad,Shridhar,rajendran,karuppu k,Akshay wani,Abbimaniu Singh,VISHAL H BADSHE",Computers & Accessories,USBCables,Above Average
B0117H7GZ6,GENERIC Ultra-Mini Bluetooth CSR 4.0 USB Dongle Adapter for Windows Computer ( Black:Golden),Computers&Accessories|NetworkingDevices|NetworkAdapters|WirelessUSBAdapters,249.0,399.0,38,3.4,4642.0,"Akmathambil | XplCreR,Rohit,Satish Kumar Singh,Chelvam,narendra,Huzaifa Bharmal,Mohammed irfan,Ritesh Ray",Computers & Accessories,WirelessUSBAdapters,Average
B09XJ1LM7R,7SEVEN® Compatible for Tata Sky Remote Original Set Top HD Box and Suitable for SD Tata Play setup Box Remote Control,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",399.0,799.0,50,4.3,12.0,anurag jain,Electronics,RemoteControls,Above Average
B084N133Y7,"Belkin Apple Certified Lightning To Type C Cable, Fast Charging For Iphone, Ipad, Air Pods, 3.3 Feet (1 Meters)    White",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,1499.0,1999.0,25,4.4,1951.0,"Ganesh,P P.,anas,Dr G S Santosh,Amit Benwal,jaswant sai,Vinod Gahlot,Piyush Handa",Computers & Accessories,USBCables,Above Average
B088Z1YWBC,"EGate i9 Pro-Max 1080p Native Full HD Projector 4k Support | 3600 L (330 ANSI ) | 150"" (381 cm) Large Screen | VGA, AV, HDMI, SD Card, USB, Audio Out | (E03i31 / E04i32) Black","Electronics|HomeTheater,TV&Video|Projectors",9490.0,15990.0,41,3.9,10480.0,"Amazon Customer,Manasi Kulkarni,dwaipayan sarkar,Balaji,Amazon Customer,sanjib behera,vanniavel,Pradeep",Electronics,Projectors,Average
B07VSG5SXZ,"ZEBRONICS HAA2021 HDMI version 2.1 cable with 8K @ 60Hz, 4K @ 120Hz, eARC & CEC support, 3D compatible, 2 meters length, 48Gbps max and Gold-plated connectors","Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables",637.0,1499.0,58,4.1,24.0,"Amazon Customer,Gowthami,Pradeep sp,RS,Dr akank,Bookcritics,K.Singh",Electronics,HDMICables,Above Average
B08RWCZ6SY,7SEVEN® Compatible for Sony Bravia LCD LED UHD OLED QLED 4K Ultra HD TV remote control with YouTube and NETFLIX Hotkeys. Universal Replacement for Original Sony Smart Android tv Remote Control,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",399.0,899.0,56,3.9,254.0,"T A Rajagopal,Anesh,Anoop,Amazon Customer,Vikas,Ajit kandiban,Bala Subramanian,KRISHNAA",Electronics,RemoteControls,Average
B07KSB1MLX,AmazonBasics Digital Optical Coax to Analog RCA Audio Converter Adapter with Fiber Cable,"Electronics|HomeTheater,TV&Video|Accessories|Cables|OpticalCables",1089.0,1600.0,32,4.0,3565.0,"Amazon Customer,Sarma P,Ravindra Deodatta Dhond,Abhineet Chandra,Abir Choudhury,Shinto Mon,Amazon Customer,Suvam seal",Electronics,OpticalCables,Above Average
B081FG1QYX,"Wayona Type C Cable Nylon Braided USB C QC 3.0 Fast Charging Short Power Bank Cable for Samsung Galaxy S10e/S10+/S10/S9/S9+/Note 9/S8/Note 8, LG G7 G5 G6, Moto G6 G7 (0.25M, Black)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,339.0,999.0,66,4.3,6255.0,"SMG,Rohit,roy,Sukumar Ballavolu,Jeeva,Sirajdurvesh,Adhikundhan,Manjit Kaur",Computers & Accessories,USBCables,Above Average
B08R69WBN7,"Pinnaclz Original Combo of 2 USB Type C Fast Charging Cable, USB C Data Cable for Charging and Data Transfer Smart Phones White 1.2 Meter Made in India (Pack of 2)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,149.0,499.0,70,4.0,7732.0,"Vijayan C V,Sanjay P.,keshav,Dharemesh K.,Amazon Customer,Rajesh,Sagar Yadav,Vaibhav",Computers & Accessories,USBCables,Above Average
B0B3RHX6B6,Ambrane BCL-15 Lightning Cable for Smartphone (1.5m Black),Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,149.0,399.0,63,3.9,57.0,"Nik Xavier,Muhammed Ali Faizal,Debanjan,Satyam,Sanchit,Niraj K,shankar,Mohana",Computers & Accessories,USBCables,Average
B084N18QZY,"Belkin USB C to USB-C Fast Charging Type C Cable, 60W PD, 3.3 feet (1 meter) for Laptop, Personal Computer, Tablet, Smartphone - Black, USB-IF Certified",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,599.0,849.0,29,4.5,577.0,"Khan, BA,Vaibhav,ANIL KUMAR AR,aditya,Renga C,Amazon Customer,K J Sudarshan,A.M.",Computers & Accessories,USBCables,Above Average
B081NHWT6Z,LOHAYA Television Remote Compatible with Samsung Smart LED/LCD/HD TV Remote Control [ Compatible for All Samsung Tv Remote Control ],"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",299.0,1199.0,75,3.9,1193.0,"Pinky,girish,Sajin Thomas,Amazon Customer,Kindle Customer,Sanath Menon,Pranabesh Ganguli,brijendra",Electronics,RemoteControls,Average
B07JPJJZ2H,"Wayona Nylon Braided Lightning USB Data Sync & 3A Charging Cable for iPhones, iPad Air, iPad Mini, iPod Nano and iPod Touch (3 FT Pack of 1, Grey)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,399.0,1299.0,69,4.2,13120.0,"Pratik,Amazon Customer,Abhishek,Derrick Angelsz,Prakhar gupta,Harshal Mehta,Bhanu Vardhan,Rajesh",Computers & Accessories,USBCables,Above Average
B09JKNF147,Electvision Remote Control Compatible with Kodak/Thomson Smart led tv (Without Voice) Before Placing Order for verification Contact Our coustmer Care 7738090464,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",339.0,1999.0,83,4.0,343.0,"MANIK SK,Niranjan,renpuppypaws,Ayushi sharma,Kat,Krishna Mohan Dubey,Gautam,J.S.",Electronics,RemoteControls,Above Average
B0B9959XF3,Acer 80 cm (32 inches) S Series HD Ready Android Smart LED TV AR32AR2841HDSB (Black),"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",12499.0,22990.0,46,4.3,1611.0,"Moon Tej,Aditya sikarwar,P kanaka raju,Ajay,Pramod K.,Lalpi Sektak,RAM JI GUPTA,Siva",Electronics,SmartTelevisions,Above Average
B09PNR6F8Q,"realme 10W Fast Charging Micro-USB Cable (Braided, Black)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,249.0,399.0,38,4.0,6558.0,"Ajinkya M K,iggi,Sivajit barman,Sarath RadhaKrishnan,Handsome,sahadev,Ravi Yadav,Rahul Sharma",Computers & Accessories,USBCables,Above Average
B07M69276N,"TP-Link AC1300 USB WiFi Adapter (Archer T3U) - 2.4G/5G Dual Band Mini Wireless Network Adapter for PC Desktop, MU-MIMO Wi-Fi Dongle, USB 3.0, Supports Windows 11,10, 8.1, 8, 7, XP/Mac OS 10.15 and earlier",Computers&Accessories|NetworkingDevices|NetworkAdapters|WirelessUSBAdapters,1399.0,2499.0,44,4.4,23169.0,"Shweta Bairagi,Sarathi,Abhishek,AAR,Deepak Rai,Shefaz,Nilesh P.,DEEPAK",Computers & Accessories,WirelessUSBAdapters,Above Average
B0B1YZ9CB8,Acer 139 cm (55 inches) I Series 4K Ultra HD Android Smart LED TV AR55AR2851UDFL (Black),"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",32999.0,47990.0,31,4.3,4703.0,"Ayush,ROHIT A.,Kedar,Haran,Santosh Ghante,KRISHNENDU,Harindra,sangamesh",Electronics,SmartTelevisions,Above Average
B09YLYB9PB,"Ambrane 60W / 3A Fast Charging Output Cable with Micro to USB for Mobile, Neckband, True Wireless Earphone Charging, 480mbps Data Sync Speed, 1m Length (ACM - AZ1, Black)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,149.0,399.0,63,4.0,1423.0,"Actual user,Shanti lal Gurjar,Gowthami,Amrut K.,chetan tandel,Mwnzil brahma,Amazon Customer,Karthik",Computers & Accessories,USBCables,Above Average
B08CTNJ985,"Wayona USB Type C 65W Fast Charging 2M/6Ft Long Flash Charge Cable 3A QC 3.0 Data Cable Compatible with Samsung Galaxy S21 S10 S9 S8, iQOO Z3, Vivo, Note 10 9 8, A20e A40 A50 A70, Moto G7 G8 (2M, Grey)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,325.0,999.0,67,4.3,2651.0,"Soumya R.,sivaramakrishnan c,shradha nair,Mohammed Rameezuddin,AR,Vivek,Riyas R.,Amazon Customer",Computers & Accessories,USBCables,Above Average
B0BP7XLX48,"Syncwire LTG to USB Cable for Fast Charging Compatible with Phone 5/ 5C/ 5S/ 6/ 6S/ 7/8/ X/XR/XS Max/ 11/12/ 13 Series and Pad Air/Mini, Pod & Other Devices (1.1 Meter, White)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,399.0,1999.0,80,5.0,5.0,"Amazon Customer,kamal sahota,Pankaj,luvsmplcty,kanta",Computers & Accessories,USBCables,Excellent
B09LHXNZLR,"Skadioo WiFi Adapter for pc | Car Accessories, WiFi Dongle for pc | USB WiFi Adapter for pc | Wi-Fi Receiver 2.4GHz, 802.11b/g/n UNano Size WiFi Dongle Compatible Adapter,WiFi dongle for pc",Computers&Accessories|NetworkingDevices|NetworkAdapters|WirelessUSBAdapters,199.0,499.0,60,3.7,612.0,"POTNURU RAJINI,swapnil mohit masih,Suryansh Bhargava,I.KANNAN,Prakshobh,karthikeyan,sandeep kumar,Abhiram Ganesh",Computers & Accessories,WirelessUSBAdapters,Average
B0B3N8VG24,"FLiX (Beetel USB to Type C PVC Data Sync & 15W(3A) TPE Fast Charging Cable, Made in India, 480Mbps Data Sync, 1 Meter Long cable for all Andriod & all Type C Devices (Black)(XCD - FPC02)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,88.0,299.0,71,4.0,9378.0,"$@|\|TO$|-|,Sethu madhav,Akash Thakur,Burger Planet,Justice ⚖️,indrajyoti d.,Aditya Kumar,E.C.GEORGE",Computers & Accessories,USBCables,Above Average
B08PSVBB2X,"Zoul USB C to USB C Fast Charging Cable 65W Type C to Type C Nylon Braided Cord Compatible with Macbook Oneplus 9 10R Samsung Galaxy S22 S21 Ultra Z Flip3 Macbook Air/Pro M1 Google Pixel 11'' iPad Pro 2020/2018 (2M, Grey)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,399.0,1099.0,64,4.1,2685.0,"Abhay Goyal,Apurva,Shilpa,Vishnu Narayanan,Kushagra S.,Rogin Cherian,Amazon Customer,Jay d.",Computers & Accessories,USBCables,Above Average
B0B3MQXNFB,"FLiX (Beetel Flow USB to Micro USB PVC Data Sync & 12W(2.4A) Fast Charging Cable,Made in India,480Mbps Data Sync,Solid Cable,1 Meter Long cable for all Andriod & Micro USB Devices (Black)(XCD-FPM01)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,57.89,199.0,71,4.0,9378.0,"$@|\|TO$|-|,Sethu madhav,Akash Thakur,Burger Planet,Justice ⚖️,indrajyoti d.,Aditya Kumar,E.C.GEORGE",Computers & Accessories,USBCables,Above Average
B08XMSKKMM,7SEVEN® Bluetooth Voice Command Remote for Xiaomi Redmi Mi Smart TV with Netflix & Prime Video Hot Keys XMRM-00A,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",799.0,1999.0,60,3.3,576.0,"ravi,Alex,Vineet M.,chakri,Siddhartha Bayye,Samscruthi,Paul J.,thrinath",Electronics,RemoteControls,Average
B09L8DT7D6,Sony TV - Remote Compatible for Sony LED Remote Control Works with Sony LED TV by Trend Trail Speed tech & Remote hi Remote & REO India only,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",205.0,499.0,59,3.8,313.0,"S R.,JK,balaji,kishore,SANJEEV SINGH,Mrs Ali,palangthod laxman,Aditya Abhishek",Electronics,RemoteControls,Average
B00GE55L22,"Storite USB 3.0 Cable A to Micro B high Speed Upto 5 Gbps Data Transfer Cable for Portable External Hard Drive - (20cm), Black",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,299.0,699.0,57,4.1,2957.0,"Abhirup,SHANMUGANANDA RAMAN,Srijit Kundu,sunny,Asif Chaudhary,Sandip savaratkar,Aman Kumar,rajesh patel",Computers & Accessories,USBCables,Above Average
B0162K34H2,"boAt LTG 500 Apple MFI Certified for iPhone, iPad and iPod 2Mtr Data Cable(Space Grey)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,849.0,999.0,15,4.1,6736.0,"Aaditya,Ajinkya Kumbhar,Sanchada,Shubham,Gaurav Bhatt,Aditi Shetty,Deepak,Himanshu",Computers & Accessories,USBCables,Above Average
B0B8SRZ5SV,"AmazonBasics USB C to Lightning Aluminum with Nylon Braided MFi Certified Charging Cable (Grey, 1.2 meter)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,949.0,1999.0,53,4.4,13552.0,"Wraith,Krishna Engineering,Kindle Customer,Deeps,Chintada Bhaskar Rao,FH,Vasudev,Done Chandra Mouli",Computers & Accessories,USBCables,Above Average
B07CWNJLPC,"AmazonBasics Double Braided Nylon USB Type-C to Type-C 2.0 Cable Smartphone (Dark Grey, 3 feet)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,499.0,1200.0,58,4.3,5451.0,"Gaurab Chakraborty,Pratik Patel,Rahul sharma,SEKAR,Nilesh Madhani,Saurabh Dongre,s s.,Sumit jogade",Computers & Accessories,USBCables,Above Average
B00NH12R1O,"Amazon Basics USB 3.0 Cable - A Male to Micro B - 6 Feet (1.8 Meters), Black",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,299.0,485.0,38,4.3,10911.0,"Partha biswas,kamlesh S.,Nageswar,trishal patel,Ram,Aman M Nath,Venkataramana Chalamalasetty,Debashis Das",Computers & Accessories,USBCables,Above Average
B0B8SSC5D9,"AmazonBasics USB C to Lightning Aluminum with Nylon Braided MFi Certified Charging Cable (Grey, 1.8 meter)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,949.0,1999.0,53,4.4,13552.0,"Wraith,Krishna Engineering,Kindle Customer,Deeps,Chintada Bhaskar Rao,FH,Vasudev,Done Chandra Mouli",Computers & Accessories,USBCables,Above Average
B08WKG2MWT,"Wayona Usb C 65W Fast Charging Cable Compatible For Tablets Samsung S22 S20 S10 S20Fe S21 S21 Ultra A70 A51 A71 A50S M31 M51 M31S M53 5G (1M, Black)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,379.0,1099.0,66,4.3,2806.0,"sameer Dubey,virender,Amazon Customer,Jay,Siddharth,Kaveri Pramod,Ravinder yadav,RAKESH SWAIN",Computers & Accessories,USBCables,Above Average
B0B466C3G4,Karbonn 80 cm (32 inches) Millenium Bezel-Less Series HD Ready Smart LED TV KJW32SKHD (Phantom Black),"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",8990.0,18990.0,53,3.9,350.0,"Sunil Jeurkar,Bhashker kumar sangahi,Raju,Food street,Sanjeev,Maksud Ansari,Venkatesh HH,khem chand",Electronics,SmartTelevisions,Average
B005LJQMZC,"BlueRigger Digital Optical Audio Toslink Cable (6 Feet / 1.8 Meter) With 8 Channel (7.1) Audio Support (for Home Theatre, Xbox, Playstation etc.)","Electronics|HomeTheater,TV&Video|Accessories|Cables|OpticalCables",486.0,1999.0,76,4.2,30023.0,"Mahender Singh,Vinay,Supratim Banerjee,Vinod Bhattu,Amitabha,RISHAV RAJ,khushal027,Shubham Gupta",Electronics,OpticalCables,Above Average
B07MDRGHWQ,VW 60 cm (24 inches) Premium Series HD Ready LED TV VW24A (Black),"Electronics|HomeTheater,TV&Video|Televisions|StandardTelevisions",5699.0,11000.0,48,4.2,4003.0,"Amazon Customer,Yousuf,Raja Laxman,Pooja Thapa,Selva Vellingiri A,Nikhil Padwal,Bipin,sandip",Electronics,StandardTelevisions,Above Average
B07DC4RZPY,"Amazon Basics USB A to Lightning MFi Certified Charging Cable (White, 1.2 meter)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,709.0,1999.0,65,4.1,178817.0,"Pete25,Bhanu,Naveen Kr Singh,kavan,BG,Aditya Biruly,Sachin. Christy,Hiral parmar",Computers & Accessories,USBCables,Above Average
B0B15GSPQW,Samsung 138 cm (55 inches) Crystal 4K Neo Series Ultra HD Smart LED TV UA55AUE65AKXXL (Black),"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",47990.0,70900.0,32,4.3,7109.0,"Binu,Sabjan,Ramkapil,User,Amazon Customer,ganesh,basavaraj huggi,Mangesh Borkar",Electronics,SmartTelevisions,Above Average
B08GJNM9N7,LOHAYA Television Remote Compatible for VU LED LCD HD Tv Remote Control Model No :- EN2B27V,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",299.0,1199.0,75,3.7,490.0,"Saswat kumar Rout,Ashfaq Ahmed,Sharath Pothuganti,Krishvar,MANIKANTA KUMAR GOPI,Nitesh,Srinibash Nayak,Mohammad Kamran Ansari",Electronics,RemoteControls,Average
B09C6FML9B,"Duracell Micro USB 3A Braided Sync & Fast Charging Cable, 3.9 Feet (1.2M). Supports QC 2.0/3.0 Charging, High Speed Data Transmission - Black",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,320.0,599.0,47,4.1,491.0,"Dr. R.,Ajay Tripathi,Ethan,Mangesh D Polekar,Fatima,Gokul Parmar,Mohit,Sagar s.",Computers & Accessories,USBCables,Above Average
B0B65MJ45G,"Zebronics CU3100V Fast charging Type C cable with QC 18W support, 3A max capacity, 1 meter braided cable, Data transfer and Superior durability (Braided Black + White)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,139.0,549.0,75,3.9,61.0,"samarth shukla,Sanjeev Kumar,Gigi,G RAJAN,Srinu Jonnada,Ezaz Ashraf,Subhasisha B.,sudhansu sekhar khandai",Computers & Accessories,USBCables,Average
B08P9RYPLR,"FLiX (Beetel) USB to iPhone Lightning Textured Pattern Data Sync & 2A Fast Charging Cable, Made in India, 480Mbps Data Sync, Tough Cable, 1 Meter Long USB Cable for Apple Devices (Black)(XCD-L102)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,129.0,249.0,48,4.0,9378.0,"$@|\|TO$|-|,Sethu madhav,Akash Thakur,Burger Planet,Justice ⚖️,indrajyoti d.,Aditya Kumar,E.C.GEORGE",Computers & Accessories,USBCables,Above Average
B0B6F8HHR6,MI 108 cm (43 inches) 5A Series Full HD Smart Android LED TV L43M7-EAIN (Black),"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",24999.0,35999.0,31,4.2,32840.0,"Manoj maddheshiya,Manoj Kumar Sahoo,Saumil s.,Jean-Louis M.,Mahesh,syed azhar abbas,prabakaran,Sidhu",Electronics,SmartTelevisions,Above Average
B084MZXJN6,"Belkin Apple Certified Lightning to USB Charge and Sync Cable for iPhone, iPad, Air Pods, 39.6 inch (100cm) – Black",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,999.0,1699.0,41,4.4,7318.0,"VM,Dilip,The Mango Couple,Jogendra,Shashi Kumar,Ryan,Kannan,Santhosh",Computers & Accessories,USBCables,Above Average
B08XMG618K,Time Office Scanner Replacement Cable for Startek FM220U (Type C) Ivory,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,225.0,499.0,55,4.1,789.0,"Raja Vankadara,velidandi prasad,NagaTeja,venki,Sudheer,Anand achari,RAHUL KUMAR,Galab",Computers & Accessories,USBCables,Above Average
B0BCKWZ884,Caldipree Silicone Case Cover Compatible for 2022 Samsung Smart TV Remote QLED TV BN68-13897A TM2280E (2022-BLACK),"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",547.0,2999.0,82,4.3,407.0,"padmaprasaad,rahul kumria,dharmesh maradiya,sanjay,Goutham Ram,hiren parmar,ravichandra,Mehtab",Electronics,RemoteControls,Above Average
B00GGGOYEK,Storite USB 2.0 A to Mini 5 pin B Cable for External HDDS/Camera/Card Readers 35cm,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,259.0,699.0,63,3.8,2399.0,"Angsuman DUtta,Amjath sp,Amazon Customer,utpal roy,Mahesh,kavithakrishna,Sreeram,jhankar dhumketi",Computers & Accessories,USBCables,Average
B07ZR4S1G4,Universal Remote Control for All Sony TV for All LCD LED and Bravia TVs Remote,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",239.0,699.0,66,4.4,2640.0,"Srinivas Pasumarthi,AM,Khushboo,Geetanjali Jha,champalal,Suchismita",Electronics,RemoteControls,Above Average
B09C635BMM,Cotbolt Silicone Case Cover Compatible for Samsung BN59-01312A QLED 8K 4K Smart TV Remote Shockproof Protective Remote Cover (Black),"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",349.0,999.0,65,4.0,839.0,"Surya Praveen,Suraj Botre,Prashanth,Sacchidanand Pant,Shiva,Amritha Sunilkumar,Dr.Mohsin,Praveenkumar",Electronics,RemoteControls,Above Average
B00GG59HU2,"BlueRigger High Speed HDMI Cable with Ethernet - Supports 3D, 4K 60Hz and Audio Return - Latest Version (3 Feet / 0.9 Meter)","Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables",467.0,599.0,22,4.4,44054.0,"Kakulie,Amjath sp,Saj Erassery,Rajesh Macwan,bharatdhamecha,Firoz patel,Ravi moses,Amazon Customer",Electronics,HDMICables,Above Average
B00RGLI0ZS,"Amkette 30 Pin to USB Charging & Data Sync Cable for iPhone 3G/3GS/4/4s/iPad 1/2/3, iPod Nano 5th/6th Gen and iPod Touch 3rd/4th Gen -1.5m (Black)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,449.0,599.0,25,4.0,3231.0,"R Ramesh,Virender,Hemkant Rajput,Suvendu Ray. (Alok ),Yash Shah,manik,Ajinkya,Ashish A. Jhala",Computers & Accessories,USBCables,Above Average
B09ZPJT8B2,TCL 80 cm (32 inches) HD Ready Certified Android Smart LED TV 32S615 (Black),"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",11990.0,31990.0,63,4.2,64.0,"Seyadhu Hussain,Vikky,BG,Sreejith,Thakor shaileshkumar mafaji,Vignesh S,Sulabh mathur,Shashidhar N",Electronics,SmartTelevisions,Above Average
B07HZ2QCGR,POPIO Type C Dash Charging USB Data Cable for OnePlus Devices,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,350.0,599.0,42,3.9,8314.0,"Digvijay Kharbas,D,Vibhor,Asha,RoRo,tanya,Sai Tenish Harsha,Aasif Shaik",Computers & Accessories,USBCables,Average
B095244Q22,"MYVN LTG to USB for Fast Charging & Data Sync USB Cable Compatible for iPhone 5/5s/6/6S/7/7+/8/8+/10/11, iPad Air/Mini, iPod and iOS Devices (1 M)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,252.0,999.0,75,3.7,2249.0,"jagadish,Rishabh,Sakshi,Amazon Customer,Boina Sai Vinay,Neeraj S.,Shubham Kumar Mehta,Mainuddin Warsi",Computers & Accessories,USBCables,Average
B08CKW1KH9,Tata Sky Universal Remote Compatible for SD/HD,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",204.0,599.0,66,3.6,339.0,"Amazon Customer,JKSingh,Aryan,sridhar reddy B,karthikg,Dipraj More,Brahmaiah V,amit kumar",Electronics,RemoteControls,Average
B0BLV1GNLN,"WZATCO Pixel | Portable LED Projector | Native 720p with Full HD 1080P Support | 2000 Lumens (200 ANSI) | 176"" Large Screen | Projector for Home and Outdoor | Compatible with TV Stick, PC, PS4","Electronics|HomeTheater,TV&Video|Projectors",6490.0,9990.0,35,4.0,27.0,"Arul Prakash,rashid,Amazon Customer,Abhiram Vishnu,Nithin,Richard Suantak,Sumier786,SHADAB ILAHI",Electronics,Projectors,Above Average
B08RHPDNVV,7SEVEN® Compatible Tata Sky Remote Control Replacement of Original dth SD HD tata Play Set top Box Remote - IR Learning Universal Remote for Any Brand TV - Pairing Must,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",235.0,599.0,61,3.5,197.0,"Amazon Customer,Soniya Pandey,Amazon Customer,Martin Alex Soares,Suseendran,Yaszone,Shashikant,SHVRPS",Electronics,RemoteControls,Average
B00NH13Q8W,"AmazonBasics USB 2.0 Extension Cable for Personal Computer, Printer, 2-Pack - A-Male to A-Female - 3.3 Feet (1 Meter, Black)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,299.0,800.0,63,4.5,74977.0,"Pravin Kumar,Maestrov,rag,Mukundha2good,Amazon_Shopper,Sonic,Pratap,Amazon Customer",Computers & Accessories,USBCables,Above Average
B0B8SSZ76F,"Amazon Basics USB C to Lightning TPE MFi Certified Charging Cable (White, 1.2 meter)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,799.0,1999.0,60,4.2,8583.0,"That Crazy Photographer,Nathan Avram,raj singh,AAKASH RAI,Amazon Customer,Amazon Customer,sailesh,Saswata Prime",Computers & Accessories,USBCables,Above Average
B0841KQR1Z,Crypo™ Universal Remote Compatible with Tata Sky Universal HD & SD Set top Box (Also Works with All TV),"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",299.0,999.0,70,3.8,928.0,"Sangita,Radha Senthilkumar,Deepak Kumar,Anup Kumar Pandey,Amazon Customer,Vijay Mohite,Nand lal,Amazon Customer",Electronics,RemoteControls,Average
B0B467CCB9,Karbonn 80 cm (32 Inches) Millennium Series HD Ready LED TV KJW32NSHDF (Phantom Black) with Bezel-Less Design,"Electronics|HomeTheater,TV&Video|Televisions|StandardTelevisions",6999.0,16990.0,59,3.8,110.0,"Ajay kumar,Ishan narang,Sathish r,Sagadevan.j,Amazon Customer,Pramod Pandey,VIGNESH K,K vijay kumar reddy",Electronics,StandardTelevisions,Average
